artist_name,biography,listeners,playcount,similar_artists
Zero 7,"Zero 7 is a London, UK downtempo duo, consisting of Henry Binns & Sam Hardaker. 

They began as studio engineers at Mickie Most's RAK recording studio in London, engineering music for British groups like the Pet Shop Boys, Young Disciples, and Robert Plant. In 1997 they were asked by a college friend, Nigel Godrich (who was busy producing OK Computer), to remix Radiohead's ""Climbing Up the Walls"". They called the mix ""the Zero 7 Mix"" which stuck. <a href=""https://www.last.fm/music/Zero+7"">Read more on Last.fm</a>",1778322,51930468,"['The Funky Lowlives', 'Hird', 'Marsmobil', 'Soma Sonic', 'Nuspirit Helsinki']"
Mitú,"Mitú is what sounds like the meeting between Julián Salazar (guitarist of Bomba Estéreo) and Franklin Tejedor (son of that legendary percussionist of San Basilio de Palenque known as ""Lámpara""). Here the tribal rhythms of traditional Colombian percussion become deep beats of continental electronics; all framed in a postmodern ritual of porro, jungle, cumbia and synthpop of the full contemporary jungle. <a href=""https://www.last.fm/music/Mit%C3%BA"">Read more on Last.fm</a>",46388,718205,"['Bomba Estéreo', 'Systema Solar', 'N. Hardem', 'Margarita Siempre Viva', 'Crudo Means Raw']"
Kaaze,"Mick Peter Diddi Kastenholt, known by his stage name Kaaze (stylized as KAAZE), is a Swedish electronic dance music producer, DJ and songwriter, from Helsingborg, Scania.

In his childhood years, he didn't listen to music like regular people to such divergent influences like Whitesnake and Earth, Wind & Fire, he began playing piano and drums at an early age. Upon moving to Stockholm, he was dropped out of school and retreated into his studio to adopt a hermit’s lifestyle for nearly a year and a half <a href=""https://www.last.fm/music/Kaaze"">Read more on Last.fm</a>",121200,1357835,"['BlasterJaxx', 'Dimitri Vangelis & Wyman', 'Hardwell', 'Sick Individuals', 'Mike Williams']"
Yves V,"Yves V is one of the best growing DJ talents from the Benelux. He already played at events like Sensation, David Guetta in Concert, Mysteryland and so on .. Last summer the beats brought by Yves V were a standard at every big outdoor event. One to remember was definitely his memorable set at the mainstage of Tomorrowland! Nowadays Yves V is travelling around the globe. His remix of Insane Pressure was his breakthrough of already a list of his own productions ('Madagascar' Ft Dimitri Vegas & Like Mike & Angger Dimas <a href=""https://www.last.fm/music/Yves+V"">Read more on Last.fm</a>",286348,2829349,"['R3hab', 'Vize', 'Quintino', 'Sam Feldt', 'Vinai']"
Wande Coal,"Born Wande Ojosipe on the 18th of October 1985, 1st child in a family of 2 children Wande like most great musicians started singing in the teenage choir at his church. he got his break in the Nigerian entertainment industry as a dancer. He continued improving his vocal skill and got signed to Don jazzy’s Mo’ Hits records in 2006. He featured on D’banj’s Rundown/Funk You up album on singles like; Loke, tonosibe and why me.
Being signed to Mo’ Hits records he is also a member of the Mo’ Hits allstars <a href=""https://www.last.fm/music/Wande+Coal"">Read more on Last.fm</a>",103209,1213958,"['Olamide', 'Kizz Daniel', 'Wizkid', 'Fireboy DML', 'Davido']"
Djodje," <a href=""https://www.last.fm/music/Djodje"">Read more on Last.fm</a>",17676,243600,"['Landrick', 'C4 Pedro', 'Yudi Fox', 'Jay Oliver', 'Messias Maricoa']"
Wizkid,"Ayodeji Ibrahim Balogun (born 16 July 1990), known professionally as Wizkid (sometimes stylized as WizKid), Wizzy, Big Wiz or Starboy, is a Nigerian singer and songwriter.[3] The recipient of received several international music award nominations and awards,[4] he began recording music at the age of 11 and managed to release a collaborative album with the Glorious Five, a group he and a couple of his church friends formed. Wizkid signed a record deal with Empire Mates Entertainment (E.M.E) in 2009. <a href=""https://www.last.fm/music/Wizkid"">Read more on Last.fm</a>",549521,12926315,"['Asake', 'Seyi Vibez', 'BNXN', 'Olamide', 'DJ Tunez']"
Davido,"Davido (born David Adeleke) is a performing and recording artiste and also a music producer. Davido was born in Atlanta GA, USA on November 21st to Mr And Mrs Adeleke and attended The British International School, Lagos. Travelling between the USA, the UK and Nigeria, Davido has experienced different cultures but still stays true to his roots and this is evident in his music and the people he considers his biggest influences musically, which include Don Jazzy, 2 Face idibia, Sound Sultan and Wande Coal. <a href=""https://www.last.fm/music/Davido"">Read more on Last.fm</a>",270725,5286396,"['Olamide', 'Fireboy DML', 'Asake', 'Young Jonn', 'Kizz Daniel']"
Boy Teddy," <a href=""https://www.last.fm/music/Boy+Teddy"">Read more on Last.fm</a>",7671,67181,"['Messias Maricoa', 'Filomena Maricoa', 'Juvencio Luyiz', 'Master Jake', 'B4']"
C4 Pedro," <a href=""https://www.last.fm/music/C4+Pedro"">Read more on Last.fm</a>",15739,205418,"['Landrick', 'Djodje', 'Yudi Fox', 'Master Jake', 'Jay Oliver']"
Tekno,"Tekno Miles or Tekno, is a Nigerian singer-songwriter, producer, performer and dancer. He is a descent of Ebonyi state. He was born in Bauchi, Bauchi State, Nigeria.

Tekno Miles was first signed under K-Money Entertainment. His first single titled ""Holiday"" was released under the imprint. With featured vocals from Davido, ""Holiday"" was positively accepted and gained massive airplay.

In 2012 while in Abuja, Tekno Miles was spotted by renowned Nigerian <a href=""https://www.last.fm/music/Tekno"">Read more on Last.fm</a>",149722,1571315,"['Davido', 'Reekado Banks', 'Maleek Berry', 'Patoranking', 'Wizkid']"
Dele Sosimi,"Dele Sosimi (born Bamidele Olatunbosun Sosimi on 22 February 1963 in Hackney, London) is a Nigerian-British musician.

Sosimi's musical career began when he joined Fela Ransome Kuti & Africa 70 (1979–86). Sosimi then helped create Femi Anikulapo Kuti and the Positive Force with Femi Kuti, with whom he performed from 1986 to 1994. In both bands he was keyboard player, also musical director taking care of re-orchestrating and arranging music as well as handling the recruiting and training of new musicians. <a href=""https://www.last.fm/music/Dele+Sosimi"">Read more on Last.fm</a>",41528,192995,"['Ebo Taylor', 'Gyedu-Blay Ambolley', 'Tony Allen', 'Antibalas Afrobeat Orchestra', 'The Souljazz Orchestra']"
Sarkodie,"Michael Owusu Addo (born July 10, 1985)[3] known professionally as Sarkodie (/sɑːrˈkɔːdiɛ/), is a Ghanaian rapper and entrepreneur from Tema.[4] His contributions to the Ghanaian music industry have earned him numerous accolades, including the Vodafone Ghana Music Award for ""Artiste of the Decade"". He was announced the first winner of BET's Best International Flow artist at the 2019 BET Hip Hop Awards.[5] He is also considered one of the major <a href=""https://www.last.fm/music/Sarkodie"">Read more on Last.fm</a>",33691,3775350,"['Black Sherif', 'King Promise', 'Olivetheboy', 'Stonebwoy', 'Kidi']"
Ruff-N-Smooth," <a href=""https://www.last.fm/music/Ruff-N-Smooth"">Read more on Last.fm</a>",4009,31885,"['Amerado', 'Dr Sid', 'Durella', 'DopeNation', 'Deng']"
Mr Eazi,"Oluwatosin Ajibade (born 19 July 1991), better known by his stage name Mr Eazi, is a Nigerian singer, songwriter, and entrepreneur. He is the pioneer of Banku music, a fusion sound he describes as a mixture of Ghanaian highlife and Nigerian chord progressions and patterns. Mr Eazi relocated to Kumasi in 2008 and enrolled at KNUST, where he began booking artists to perform at college parties. He showed interest in music after recording a guest verse on ""My Life"", a song that gained traction and became a popular record at KNUST. <a href=""https://www.last.fm/music/Mr+Eazi"">Read more on Last.fm</a>",143850,1520408,"['Patoranking', 'Davido', 'Mayorkun', 'Fireboy DML', 'Ruger']"
Master Jake,"is real name jorge lima {lobito angola} <a href=""https://www.last.fm/music/Master+Jake"">Read more on Last.fm</a>",17224,118082,"['C4 Pedro', 'Djodje', 'Landrick', 'Loony Johnson', 'Johnny Ramos']"
Eugy," <a href=""https://www.last.fm/music/Eugy"">Read more on Last.fm</a>",32518,218682,"['Yung L', 'Lotto Boyzz', 'Blaq Jerzee', 'A-Star', 'Peruzzi']"
Bebi Philip," <a href=""https://www.last.fm/music/Bebi+Philip"">Read more on Last.fm</a>",2190,16372,"['Serge Beynaud', 'Debordo Leekunfa', 'Ariel Sheney', ""Obam's"", 'Kiff No Beat']"
Patoranking," <a href=""https://www.last.fm/music/Patoranking"">Read more on Last.fm</a>",47151,439747,"['RUNTOWN', 'Kizz Daniel', 'Timaya', 'Davido', 'Ruger']"
DjeuhDjoah,"DjeuhDjoah & Lieutenant Nicholson met at Nicholson's home studio ""triangle des Bermudes"" where they made their first opus full of jazzy afropean melopies. They are a New-school afro-pean soul and disco from Paris <a href=""https://www.last.fm/music/DjeuhDjoah"">Read more on Last.fm</a>",41506,253161,"['David Walters', 'The Bongo Hop', 'Voilaaa', 'Sébastien Tellier', 'Dowdelin']"
Ravidson," <a href=""https://www.last.fm/music/Ravidson"">Read more on Last.fm</a>",3114,23578,"['Jennifer Dias', 'Soraia Ramos', 'Elizio', 'Neyna', 'Supa Squad']"
DREAM BOYZ," <a href=""https://www.last.fm/music/DREAM+BOYZ"">Read more on Last.fm</a>",4632,37246,"['Landrick', 'Jay Oliver', 'Djodje', 'Jey V', 'Cláudio Ismael']"
The Souljazz Orchestra,"When a band is called The Souljazz Orchestra, there is a certain expectation to uphold that name and to provide a sound that accompanies such a title; this band accomplishes just that and more. Hailing from Ottawa, The Souljazz Orchestra combine jazz, funk, African and Latin music while touching on politics and spirituality. Think - James Brown meets up with Tito Puente and they all hook up to jam at Fela Kuti's house.

Their versatile sound is in part due to the diverse musical backgrounds of the bands individual members: jazz <a href=""https://www.last.fm/music/The+Souljazz+Orchestra"">Read more on Last.fm</a>",136600,1364301,"['Antibalas Afrobeat Orchestra', 'Ebo Taylor', 'The Budos Band', 'Vaudou Game', 'Ikebe Shakedown']"
Timaya,"Inetimi Timaya Odon also known as Timaya is Nigerian singer from Bayelsa. He started from Port Harcourt as a teenager in Nkpolu Oroworukwo secondary school were he won so many awards in schools competitions and moved to Lagos at his parents request to stay with his elder sister and complete his secondary education. He schooled at Ikeja high school in Mafoluku, Lagos. He had some early collaborations with some underground artists and was a back up singer for Eedris Abdulkarem. <a href=""https://www.last.fm/music/Timaya"">Read more on Last.fm</a>",56806,525793,"['Phyno', 'P-Square', 'Ice Prince', 'Patoranking', 'RUNTOWN']"
Sergio Cremonese," <a href=""https://www.last.fm/music/Sergio+Cremonese"">Read more on Last.fm</a>",449,1147,"['Canzoni Di Natale Di Babbo Natale', 'Daniel Santacruz', 'I Mitici Angioletti', 'Juvencio Luyiz', 'Boy Teddy']"
Jennifer Dias,"Born in France a spring 1985, Jennifer Dias is transcended 
by the musical influences of his roots, Cape Verde. 
Cradled by the rhythms and Soul Funky vinyl of his father, 
She quickly developed a taste for music 
in all its forms. 
She takes dance lessons from the age of eight years and six years 
later she will take her first singing lessons. combine 
these two facets of the music world enchants and it shows as 
it feels! 
In 2003 she joined a Parisian music company as  <a href=""https://www.last.fm/music/Jennifer+Dias"">Read more on Last.fm</a>",4932,51448,"['Elji Beatzkilla', 'G-Amado', 'Djodje', 'Mika Mendes', 'Vanda May']"
Dotorado Pro,"Angolan born, Lisbon based producer born in Luanda, Angola. <a href=""https://www.last.fm/music/Dotorado+Pro"">Read more on Last.fm</a>",10440,64097,"['Nerú Americano', 'Carlos Monsta', 'Crazy Baby Produções', 'Ingomblock', 'Yuri Da cunha']"
Marumo," <a href=""https://www.last.fm/music/Marumo"">Read more on Last.fm</a>",18018,73337,"['Harari', 'Kamazu', 'Penny Penny', 'Chicco', 'Professor Rhythm']"
Mykel Forever," <a href=""https://www.last.fm/music/Mykel+Forever"">Read more on Last.fm</a>",788,4735,"['Elji Beatzkilla', 'Nuxito', 'Atım', 'Dj Puto X', 'Saaphy']"
Jay Oliver," <a href=""https://www.last.fm/music/Jay+Oliver"">Read more on Last.fm</a>",3138,22962,"['Landrick', 'Yudi Fox', 'Nuno Abdul', 'Djodje', 'C4 Pedro']"
Don Miguelo,"Don Miguelo is a Dominican rapper in the Reggaeton genre. He became famous with his smash hit ""La Cola De Motora"" and ""Ay Que Tu Quiere"". He has recently traveled to the United States in hopes that his new album will be an even better seller than before

Don Miguelo is a new singer in the Dominican Republic and he is from San Francisco De Macoris. Despite his lack of experience, he has already enjoyed some measure of success with his first hit song <a href=""https://www.last.fm/music/Don+Miguelo"">Read more on Last.fm</a>",117581,916793,"['El Alfa', 'Chimbala', 'Bulin 47', 'Rochy RD', 'Ozuna']"
Bracket,"There are two artists which use this name:
1. A punk band from the United States
2. A rap group from Nigeria

1. Bracket is a melodic punk band from Forestville, California, originally signed to Caroline Records. Their original, smooth sound led them to associate with Fat Wreck Chords, producing several albums and EPs. In 2006, they debuted Requiem through Takeover Records.

2. Bracket is a hiphop duo from Nigeria. Yori Yori is a hit from their album Yori Yori. Yori Yori means happiness, it describes a positive feeling. <a href=""https://www.last.fm/music/Bracket"">Read more on Last.fm</a>",82063,992378,"['Diesel Boy', ""Swingin' Utters"", 'Frenzal Rhomb', 'Down By Law', 'No Use for a Name']"
DJ Fresca," <a href=""https://www.last.fm/music/DJ+Fresca"">Read more on Last.fm</a>",574,1542,"['DJ Sumthyn Black Ft. Ntsiki Mazwai', ""L'vovo Derrango"", 'Dj Steavy', 'DJ Cleo', 'DJ Bongz']"
Yuri Da cunha,"Yuri da Cunha is an Angolan musician born in the kwanza-Sul county in the borough of Sumbe. His music career sarted in 1994, when he won a music street competition sponsored by ""kaluanda Pio"" (a competition specifically for young kids). In 2004, Yuri was rewarded with ""Top Radio Luanda"" with his song ""Makumba"". 

Yuri is one of the most recognized talents of semba and kizomba music.

 <a href=""https://www.last.fm/music/Yuri+Da+cunha"">Read more on Last.fm</a>",5733,42176,"['Heavy C', 'Rei Helder', 'Bruna Tatiana', 'Zona 5', 'Nsoki']"
Kizz Daniel," <a href=""https://www.last.fm/music/Kizz+Daniel"">Read more on Last.fm</a>",122454,1858256,"['Olamide', 'Young Jonn', 'Fireboy DML', 'Ruger', 'Davido']"
Jey V," <a href=""https://www.last.fm/music/Jey+V"">Read more on Last.fm</a>",4944,36050,"['Ricky Boy', 'Boy Teddy', 'Yudi Fox', 'Jay Oliver', 'Juvencio Luyiz']"
Daddy Killa," <a href=""https://www.last.fm/music/Daddy+Killa"">Read more on Last.fm</a>",1768,9496,"['Edalam', 'Papa Tank', 'Jamadom', 'Laskez', 'Daddy Mory']"
Grupo Extra," <a href=""https://www.last.fm/music/Grupo+Extra"">Read more on Last.fm</a>",40227,416268,"['Dani J', 'Prince Royce', 'Romeo Santos', 'Leslie Grace', 'Reik']"
Tony Allen,"Tony Allen (born Tony Oladipo Allen in Lagos, Nigeria on 12 August 1940; died 30 April 2020 in Paris) was a Nigerian drummer, composer, and songwriter who lived and worked in Paris, France. Allen was the drummer and musical director of Fela Kuti's band Fela Anikulapo Kuti & Africa 70 from 1968 to 1979, and was one of the primary co-founders of the genre of Afrobeat music.

Of mixed Nigerian and Ghanaian parentage, Allen taught himself to play drums by listening to records made by the American jazz drummers Art Blakey and Max Roach. <a href=""https://www.last.fm/music/Tony+Allen"">Read more on Last.fm</a>",290251,2570647,"['Fela Kuti', 'Ebo Taylor', 'Femi Kuti', 'Manu Dibango', 'The Souljazz Orchestra']"
Landrick," <a href=""https://www.last.fm/music/Landrick"">Read more on Last.fm</a>",7942,81153,"['Djodje', 'Yudi Fox', 'C4 Pedro', 'Jay Oliver', 'Juvencio Luyiz']"
Calema," <a href=""https://www.last.fm/music/Calema"">Read more on Last.fm</a>",38660,637134,"['Nuno Ribeiro', 'Anselmo Ralph', 'Badoxa', 'Lisandro Cuxi', 'Nelson Freitas']"
Skales,"There are several artists with this name, 1. a Nigerian electronic pop singer and producer, 2. a Russian singer and producer.

See their available profiles on YouTube, Spotify, Apple Music, Facebook, Twitter, SoundCloud etc. <a href=""https://www.last.fm/music/Skales"">Read more on Last.fm</a>",54610,370076,"['P-Square', 'Flavour', 'Yemi Alade', 'Davido', 'Tekno']"
Ebo Taylor,"Ebo Taylor (Cape Coast, Ghana, January 7, 1936) is a highlife guitarist, composer, arranger, bandleader, and producer.

Ebo Taylor has been a vital figure on the Ghanaian music scene for over six decades.

In the late '50s he was active in the influential highlife bands the Stargazers and the Broadway Dance Band, and in 1962 he took his own group, the Black Star Highlife Band, to London, which led to collaborations with Fela Kuti and other African musicians in Britain at the time. <a href=""https://www.last.fm/music/Ebo+Taylor"">Read more on Last.fm</a>",190737,1694261,"['The Funkees', 'Fela Kuti', 'Marijata', 'Manu Dibango', 'Tony Allen']"
Tiwa Savage,"At the age of 16 Tiwa Savage was opportune to sing backup for George Michael. Before this opportunity, she was a member of her high school band, puffing on her trombone near the back of the orchestra. It was at this point that Savage gazed through the rows of musicians and realized that her destiny is to be positioned in the spotlight; singing in front of the orchestra.

A blossoming star, folks about town in London started to take notice and she was soon performing at local talent shows. <a href=""https://www.last.fm/music/Tiwa+Savage"">Read more on Last.fm</a>",198939,2164804,"['Adekunle GOLD', 'Fireboy DML', 'Davido', 'Kizz Daniel', 'Olamide']"
Burna Boy,"Damini Ebunoluwa Ogulu (born 2 July 1991), known professionally as Burna Boy, is a Nigerian singer and songwriter.
 He rose to prominence in 2012 after releasing the lead single ""Like to Party"" from his debut studio album, L.I.F.E (2013). In 2017, Burna Boy signed with Bad Habit/Atlantic Records in the United States and Warner Music Group internationally. His third studio album Outside (2018) marked his major-label debut. In 2019, he won Best International Act at the 2019 BET Awards <a href=""https://www.last.fm/music/Burna+Boy"">Read more on Last.fm</a>",766290,21990819,"['Asake', 'Wizkid', 'Davido', 'Fireboy DML', 'BNXN']"
Korede Bello,"Korede Bello (born 29 February 1996) is a Nigerian singer and songwriter. He signed a record deal with Mavin Records in 2014. Bello is best known for his hit single ""Godwin"", a semi-gospel and pop song which became a national anthem and topped many music charts across Nigeria. <a href=""https://www.last.fm/music/Korede+Bello"">Read more on Last.fm</a>",54686,391132,"['Tekno', 'Davido', 'Omah Lay', 'MAVINS', 'Reekado Banks']"
Dada KD,"TO most people, born with a talent, making use of that talent is all one needs to be successful in whatever profession one finds himself.

However, one man who is with a different opinion is Dada Kwaku Duah (a.k.a. Dada K.D.), one musician knowned for his love songs.

To Dada K.D., talent forms only 15 per cent of being whatever one wants to be in life. The rest of the 75 per cent rest on one’s affiliation with the elderly, being down to earth (respectful) and living by nothing but the truth. <a href=""https://www.last.fm/music/Dada+KD"">Read more on Last.fm</a>",378,4675,"['Oheneba Kissi', 'Daddy Lumba', 'Nana Acheampong', 'Kofi B', 'Daasebre Gyamenah']"
Kedjevara," <a href=""https://www.last.fm/music/Kedjevara"">Read more on Last.fm</a>",2320,15868,"['DJ Arafat', 'DJ Mix 1er', 'DJ Bonano', 'DJ Lewis', 'Douk Saga']"
Daduh King," <a href=""https://www.last.fm/music/Daduh+King"">Read more on Last.fm</a>",3072,16975,"['Jay Oliver', 'Jey V', 'Mona Nicastro', 'Yudi Fox', 'DREAM BOYZ']"
Rim Kwaku Obeng," <a href=""https://www.last.fm/music/Rim+Kwaku+Obeng"">Read more on Last.fm</a>",19464,85696,"['Christy Essien', 'Lijadu Sisters', 'Shina Williams & His African Percussionists', 'free youth', 'Kelenkye Band']"
Ifá," <a href=""https://www.last.fm/music/If%C3%A1"">Read more on Last.fm</a>",6939,23428,"['Abayomy Afrobeat Orquestra', 'Ifá Afrobeat', 'ÈKÓ Afrobeat', 'Iconili', 'Funmilayo Afrobeat Orquestra']"
Saaphy," <a href=""https://www.last.fm/music/Saaphy"">Read more on Last.fm</a>",1346,10060,"['Elji Beaztkilla', 'Nuxito', 'Elji Beatzkilla', 'Dj Puto X', 'Sheina']"
Serge Beynaud," <a href=""https://www.last.fm/music/Serge+Beynaud"">Read more on Last.fm</a>",6984,77025,"['Debordo Leekunfa', 'Bebi Philip', 'DJ Arafat', 'Kiff No Beat', 'Ariel Sheney']"
Leo beatz," <a href=""https://www.last.fm/music/Leo+beatz"">Read more on Last.fm</a>",915,4187,"[""Os'Banah"", 'Staff Paulo', 'Gaia Beat', 'Nerú Americano', 'Homeboyz Muzik']"
The Very Best,"Esau Mwamwaya was born in Mzuzu, Malawi in southeast Africa. He grew up in the capital, Lilongwe, where he played drums in various bands such as Masaka Band. He was a good friend of the legendary Evison Matafale and they played together for several years before Matafale was killed in Malawi police custody in 2003.

In 1999 Esau Mwamwaya moved to London, England has until recently run a second-hand furniture store in Clapton, East London, UK.

Esau's shop was on the same street as Radioclit's old studio <a href=""https://www.last.fm/music/The+Very+Best"">Read more on Last.fm</a>",136779,1727212,"['Amadou & Mariam', 'Delorean', 'Cut Copy', 'Holy Ghost!', 'The Go! Team']"
Roberto,"Roberto started his musical journey in January 2000 using his precious savings at the age of 16 to buy his first set of turntables. After perfecting his craft for a few years he decided that production was the way forward.

After a prolonged stint exploring the spectrum of electronica, he found that he was gravitating towards house and techno. Producers such as Steve Rachmad, Samuel L Session and Robert Hood were drawing his attention, and their influence can be heard in his production work today. <a href=""https://www.last.fm/music/Roberto"">Read more on Last.fm</a>",14360,125056,"['Exploit', 'Swisher', 'Mgk666', 'DZWS', 'Larisa']"
Fanga,"Fanga is a french band from Montpellier who play afrobeat. This music is a melting of funk, jazz and africans rythms and was created by Fela Kuti, a nigerian artist politicly involved. <a href=""https://www.last.fm/music/Fanga"">Read more on Last.fm</a>",21718,107169,"['Kokolo', 'Chicago Afrobeat Project', 'Kokolo Afrobeat Orchestra', 'Aiff', 'Oscar Sulley & The Uhuru Dance Band']"
2Much,"Few teens who one day fantasize about forming a hip-hop group, cutting a record and hitting the road, see that dream become a reality a year later, but that is exactly what has happened for Milo Stokes.

With the help of his cousin, stage and film star Omarion, and his dad, manager/director Chris Stokes, Milo and his two talented singer/dancer friends Marcel Wildy and Chris Cheeks, went from dancing and rhyming in each others' living rooms to cutting songs in a state of the art studio. <a href=""https://www.last.fm/music/2Much"">Read more on Last.fm</a>",5843,49620,"['G-Amado', 'Ricky Boy', 'Big Nelo', 'Mika Mendes', 'Denis Graça']"
Orezi," <a href=""https://www.last.fm/music/Orezi"">Read more on Last.fm</a>",6672,44163,"['Dr Sid', 'Sean Tizzle', 'May D', 'Legendury Beatz', 'Harrysong']"
Pablo Fierro,"Pablo Fierro is a musician/producer/artist born and raised in the Canary Islands,Spain.He have a tropical electromagnetic powerful relaxing style. As a team we enjoy creating sets of music from multiple sounds and styles. Currently we are experimenting with Deep House, Tech House, Afro Deep, Hip Hop and Latin Jazz and more to come... Pablo's productions are included on countless compilations. Fierro’s music has also landed on numerous TV,Cinema,Radio Shows. <a href=""https://www.last.fm/music/Pablo+Fierro"">Read more on Last.fm</a>",26794,129727,"['Francis Mercier', 'Paji', 'Saison', 'Ahmed Spins', 'Solomun']"
Zona 5," <a href=""https://www.last.fm/music/Zona+5"">Read more on Last.fm</a>",8325,59065,"['TRX Music', 'Big Nelo', 'Rony Fuego', 'Anna Joyce', 'Mobbers']"
Gino Latino DJ," <a href=""https://www.last.fm/music/Gino+Latino+DJ"">Read more on Last.fm</a>",242,649,"['Jennifer Dias', 'Atım', 'Mykel Forever', 'Claudio Ismael', 'Sheina']"
Lylah,"Lylah is the former lead singer of a group ""Les Déesses"" (French for ""The Goddesses). As every member of the group represents one goddess, Lylah represents Venus, the Roman goddess of beauty and love, because ""she is a rare pearl with a sweet and warm voice which perfectly reveals her personality""

She started a solo career, releasing a single, ""Ne t'arrête pas"" (Don't stop) and an album, ""Avec ou sans toi"" (With or without you). <a href=""https://www.last.fm/music/Lylah"">Read more on Last.fm</a>",3810,27120,"['Thayna', 'Lorenz', 'Priscillia', 'Milca', 'Kénédy']"
Iyanya,"Iyanya Onoyom Mbuk (born 31 October 1986), known by his stage name Iyanya, is a Nigerian singer and songwriter. He rose to fame after winning the first season of Project Fame West Africa, and is best known for his hit single ""Kukere"". He released his debut studio album My Story in 2009; it was supported by the singles ""No Time"" and ""Love Truly"". Iyanya co-founded the record label Made Men Music Group with Ubi Franklin in 2011. His second studio album, titled Desire , was released in February 2013. <a href=""https://www.last.fm/music/Iyanya"">Read more on Last.fm</a>",30744,277338,"['P-Square', 'Timaya', 'RUNTOWN', 'Phyno', 'Ice Prince']"
Stonebwoy,"Outdoored Livingstone Etse Satekla, he hails from the Volta region of Ghana as the 4th child of 7 siblings born on Saturday 5th March 1988.  He realised his talents and abilities as a lyricist and script writer at an early age, remembering writing and acting drama pieces as far back as fourth year in primary school. Since then he has never stopped singing both songs that he has written and composed and those by artists he is influenced by.

Stonebwoy <a href=""https://www.last.fm/music/Stonebwoy"">Read more on Last.fm</a>",31311,263172,"['Olivetheboy', 'Gyakie', 'Black Sherif', 'King Promise', 'Sarkodie']"
GASMILLA," <a href=""https://www.last.fm/music/GASMILLA"">Read more on Last.fm</a>",3396,26588,"['Castro D’destroyer', 'Keche', 'Bisa Kdei', 'SHATTA WALE', 'Guru NKZ']"
Flavour,"1. Flavour (a.k.a Flavour N’Abania) is a high-life/soul/Hip-Hop Artist of Igbo origin from the eastern part of Nigeria, born Chinedu Okoli.  In 2010, Flavour’s “Uplifted” album was arguably the highest selling album across the country. This earned him a record deal with New York and Lagos-based Bad Beatz Records, a subsidiary of Def Jam Records. While “Uplifted” is still amassing more and more figures, he’s already looking forward to his next album (no title or release date yet). <a href=""https://www.last.fm/music/Flavour"">Read more on Last.fm</a>",34830,468219,"['Phyno', 'P-Square', ""D'Banj"", 'Kizz Daniel', 'Kcee']"
Harrysong," <a href=""https://www.last.fm/music/Harrysong"">Read more on Last.fm</a>",7859,42477,"['Dr Sid', 'Selebobo', 'Orezi', 'Reminisce', 'Larry Gaaga']"
Pérola,"Jandira Sassingui Neto (Huambo, 28 de abril de 1983), mais conhecida como Pérola é uma cantora e compositora angolana.
 Nascida na província do Huambo, Pérola é filha de mãe médica e de pai advogado e músico (Manuel Sassingui, já falecido, fez parte de uma grupo musical, Estrelas do Sul). Com nove anos, com a mãe e os três irmãos, teve de mudar-se do Huambo para Luanda por causa da Guerra Civil Angolana. Quatro anos depois foram para Windhoek, capital da Namíbia. <a href=""https://www.last.fm/music/P%C3%A9rola"">Read more on Last.fm</a>",2882,35994,"['Anna Joyce', 'As Gingas', 'Bruna Tatiana', 'Yola Semedo', 'Landrick']"
DJ Jimmy Jatt," <a href=""https://www.last.fm/music/DJ+Jimmy+Jatt"">Read more on Last.fm</a>",2820,17192,"['Larry Gaaga', 'Legendury Beatz', 'Reminisce', 'CDQ', 'Yonda']"
Sauti Sol,"Blending warm resonant pop with traditional Kenyan influences, Sauti Sol’s mélange of energetic rhythms have promoted the group to become one of East Africa's most celebrated. Sauti Sol encompass the band’s mix of soulful voices with vocal harmonies, guitar riffs and drum rhythm. With two extremely successful albums in three years, this band reflects a range of musical wealth inspired by African artists including Lokua Kanza, Fadhili Williams <a href=""https://www.last.fm/music/Sauti+Sol"">Read more on Last.fm</a>",23339,438796,"['Matata', 'Wakadinali', 'Nviiri The Storyteller', 'Chris Kaiga', 'Okello Max']"
Amakye Dede,"Dan Amakye Dede is a Ghanaian musician. He is one of Ghana's premier highlife artistes and is called ""Iron Boy"", ""the highlife maestro"" and ""Abrantie"" (Gentleman).

Dede began his career in 1973 when he joined the Kumapim Royals as a composer and vocalist. This band, led by Akwasi Ampofo Agyei (AAA), had hits like Abebi Bewua Eso, Wanware Me A, Odo Mani Agyina and the seminal Ohohoo Batani. Dede moved to Nigeria where he had his hit Jealousy go shame. <a href=""https://www.last.fm/music/Amakye+Dede"">Read more on Last.fm</a>",1497,18385,"['Daddy Lumba', 'Kojo Antwi', 'Nana Tuffour', 'Ofori Amponsah', 'Oheneba Kissi']"
Lil Kesh," <a href=""https://www.last.fm/music/Lil+Kesh"">Read more on Last.fm</a>",13139,147918,"['Olamide', 'Young Jonn', 'Bella Shmurda', 'Seyi Vibez', 'Zlatan']"
Vanda May," <a href=""https://www.last.fm/music/Vanda+May"">Read more on Last.fm</a>",3484,35096,"['Aycee Jordan', 'Mika Mendes', 'Myriiam', 'Atim', 'Neuza']"
DJ SHABSY," <a href=""https://www.last.fm/music/DJ+SHABSY"">Read more on Last.fm</a>",864,4514,"['Sugarboy', 'Samklef', 'DJ Jimmy Jatt', 'Dice Ailes', 'Sean Tizzle']"
