nombre,biografia,oyentes,reproducciones,similares
Park Mi Kyung," <a href=""https://www.last.fm/music/Park+Mi+Kyung"">Read more on Last.fm</a>",2522,18688,"['김현정', ""Roo'Ra"", 'Ytc', '스페이스에이', 'Clon']"
Meri Cetinic," <a href=""https://www.last.fm/music/Meri+Cetinic"">Read more on Last.fm</a>",3601,29109,"['Jasna Zlokic', 'Tereza Kesovija', 'Gabi Novak', 'Stijene', 'Vinko Coce']"
Edita Sopjani," <a href=""https://www.last.fm/music/Edita+Sopjani"">Read more on Last.fm</a>",25,189,"['Mariza Ikonomi', 'Genta Ismajli', 'Rovena Stefa', 'Vesa Luma', 'Ledina Çelo']"
Joo Yein," <a href=""https://www.last.fm/music/Joo+Yein"">Read more on Last.fm</a>",1353,5742,"['1set', 'Who R U?', 'Boramiyu', 'Hannah Jang', 'SBGB']"
Kwaya Ya Uinjilisti Ya Vijana Arusha Mjini," <a href=""https://www.last.fm/music/Kwaya+Ya+Uinjilisti+Ya+Vijana+Arusha+Mjini"">Read more on Last.fm</a>",120,415,"['Kwaya Ya Uinjilisti Ya Vij...', 'Judy Karanja', 'Our Lady of Fatima Kongowea Catholic Choir', 'Viva vox', 'Reuben Kigame']"
Tamer Günaydın," <a href=""https://www.last.fm/music/Tamer+G%C3%BCnayd%C4%B1n"">Read more on Last.fm</a>",73,151,"['Gülay Korkmaz', 'Deniz Küçükakyüz', 'Aydoğan Topal', 'Özgür Baltacı', 'Erman Birben']"
As One," <a href=""https://www.last.fm/music/As+One"">Read more on Last.fm</a>",55581,632290,"['Dan Curtin', 'Bandulu', 'B12', 'Move D', 'Balil']"
Hızır Acil," <a href=""https://www.last.fm/music/H%C4%B1z%C4%B1r+Acil"">Read more on Last.fm</a>",242,957,"['Davut Güloğlu', 'Mehmet Akyildiz', 'Onur Atmaca', 'Onay Şahin', 'Nesrin Sipahi']"
Tural Everest," <a href=""https://www.last.fm/music/Tural+Everest"">Read more on Last.fm</a>",2482,21753,"['Руслан Добрый', 'Рейсан Магомедкеримов', 'Артур Халатов', 'Шамиль Кашешов', 'Артур Саркисян']"
Judith Sephuma," <a href=""https://www.last.fm/music/Judith+Sephuma"">Read more on Last.fm</a>",19693,89131,"['Sibongile Khumalo', 'Dorothy Masuka', 'Tarika', 'Busi Mhlongo', 'Mahotella Queens']"
Dilnaz Akhmadiyeva," <a href=""https://www.last.fm/music/Dilnaz+Akhmadiyeva"">Read more on Last.fm</a>",209,3067,"['ZulpYe', 'Uyghurche Tallanma Naxshilar', 'Saniyam Ismail', 'AYAU', '克尔曼']"
Арай," <a href=""https://www.last.fm/music/%D0%90%D1%80%D0%B0%D0%B9"">Read more on Last.fm</a>",175,786,"['Кайрат Нуртас', 'Асан Пердешов', 'Арнау', ""Melo'Men"", 'Азия']"
Tomislav Ivčić," <a href=""https://www.last.fm/music/Tomislav+Iv%C4%8Di%C4%87"">Read more on Last.fm</a>",4084,48470,"['Mladen Grdović', 'Milo Hrnić', 'Mišo Kovač', 'Đani Maršan', 'Vinko Coce']"
Afrigo Band," <a href=""https://www.last.fm/music/Afrigo+Band"">Read more on Last.fm</a>",2065,9048,"['Ndere Dance Troupe', 'Angela Kalule', 'Nyzonza Singers', 'Kawesa', 'Radio and Weasel']"
Klapa Cambi," <a href=""https://www.last.fm/music/Klapa+Cambi"">Read more on Last.fm</a>",3942,75068,"['Klapa Iskon', 'Klapa Kumpanji', 'Klapa Intrade', 'Klapa Fortunal', 'Klapa Kampanel']"
klapa Šufit," <a href=""https://www.last.fm/music/klapa+%C5%A0ufit"">Read more on Last.fm</a>",414,5362,"['Tomislav Bralić', 'Klapa Sveti Juraj HRM', 'Klapa Maslina', 'Vinko Coce', 'Klapa Iskon']"
Natali," <a href=""https://www.last.fm/music/Natali"">Read more on Last.fm</a>",34170,302925,"['Ruki Vverh!', 'arthur pirozhkov', 'Натали', 'Nyusha', 'Ирина Аллегрова']"
Collo," <a href=""https://www.last.fm/music/Collo"">Read more on Last.fm</a>",2478,6219,"['Compatibles2', 'DAVID FOXX', 'Naked 9', 'Flunch', 'The Hollow Man']"
Jay A," <a href=""https://www.last.fm/music/Jay+A"">Read more on Last.fm</a>",480,1816,"['FYGA', 'GPC', 'CE$', 'Chima Ede', 'MCNZI']"
Drain," <a href=""https://www.last.fm/music/Drain"">Read more on Last.fm</a>",133521,4061389,"['Mindforce', 'Incendiary', 'Sunami', 'Trapped Under Ice', 'Gel']"
Vinko Coce," <a href=""https://www.last.fm/music/Vinko+Coce"">Read more on Last.fm</a>",4756,59299,"['Mladen Grdović', 'Klapa Maslina', 'Tomislav Bralić', 'Mišo Kovač', 'Tomislav Ivčić']"
Jasna Zlokic," <a href=""https://www.last.fm/music/Jasna+Zlokic"">Read more on Last.fm</a>",4257,39899,"['Meri Cetinic', 'Vinko Coce', 'Mladen Grdović', 'Tomislav Ivčić', 'Mišo Kovač']"
鄧麗君,"鄧麗君 (Teng Li-chun), mejor conocida como Teresa Teng, nació el 29 de enero de 1953 en la provincia de Yunlin, Taiwan. Hija de una familia pobre hizo su carrera a base de esfuerzo y trabajo gracias a un carisma especial y a una voz cautivadora para sus baladas de tono romántico. Teresa Teng dejó la escuela durante los estudios secundarios e inició su carrera como cantante. Rápidamente consiguió ser conocida en China, Taiwán, Hong Kong y <a href=""https://www.last.fm/music/%E9%84%A7%E9%BA%97%E5%90%9B"">Read more on Last.fm</a>",21391,644211,"['譚詠麟', '邓丽君', '陳慧嫻', '周慧敏', '梅艷芳']"
Kim Yeonji," <a href=""https://www.last.fm/music/Kim+Yeonji"">Read more on Last.fm</a>",14723,127120,"['Lee Hae Ri', 'SE O', 'Kim Jong Wan', 'GB9', 'Solji']"
Saro Vardanyan," <a href=""https://www.last.fm/music/Saro+Vardanyan"">Read more on Last.fm</a>",430,1986,"['Virab Virabyan', 'Артур Саркисян', 'Edgar Gevorgyan', 'Mamikon', 'Аркадий Думикян']"
FauloCity," <a href=""https://www.last.fm/music/FauloCity"">Read more on Last.fm</a>",1524,9484,"['Romantiqua', 'Monotheism', 'Swimmingdoll', 'Octopus King', 'Desert Flower']"
Sunny Hill,"Sunny Hill (써니힐) es un grupo de pop de 5 miembros (Janghyun, Joobi, Misung, Seung Ah y Kota). Debutó por primera vez como trío en 2007 con el single digital ""Love Letter"". Tras sacar cuatro sencillos el grupo se tomó un descanso en 2009.
Regresaron de nuevo al panorama musical en el 2010 como colaboradores de Narsha (miembro de la girlband 'Brown Eyed Girls') con ""Mamma Mia"". Un nuevo miembro se añadió a su formación, Kota. 
A comienzos del 2011 <a href=""https://www.last.fm/music/Sunny+Hill"">Read more on Last.fm</a>",32013,1168434,"['Brown Eyed Girls', 'Spica', 'Secret', ""LADIES' CODE"", 'SONAMOO']"
2nd Moon," <a href=""https://www.last.fm/music/2nd+Moon"">Read more on Last.fm</a>",9271,109238,"['Jung Yup', 'Seo Hyun Jin', 'Song Sohee', 'John Eun', 'Nam Hye Seung']"
이승철," <a href=""https://www.last.fm/music/%EC%9D%B4%EC%8A%B9%EC%B2%A0"">Read more on Last.fm</a>",9521,230781,"['M.C The Max', '이문세', '부활', '김동률', '이수영']"
Nikolay Baskov," <a href=""https://www.last.fm/music/Nikolay+Baskov"">Read more on Last.fm</a>",4737,36710,"['Philipp Kirkorov', 'Igor Nikolayev', 'Yuri Shatunov', 'Valery Meladze', 'Elena Vaenga']"
Octopizzo," <a href=""https://www.last.fm/music/Octopizzo"">Read more on Last.fm</a>",2024,38438,"['Wakadinali', 'Breeder LW', 'BURUKLYN BOYZ', 'Chris Kaiga', 'Khaligraph Jones']"
Iwan Esseboom," <a href=""https://www.last.fm/music/Iwan+Esseboom"">Read more on Last.fm</a>",1089,5179,"['Kankantrie', 'max nijman', 'sabakoe', 'Lieve Hugo', 'Muziekgroep Sabroso']"
Загир Сатыров," <a href=""https://www.last.fm/music/%D0%97%D0%B0%D0%B3%D0%B8%D1%80+%D0%A1%D0%B0%D1%82%D1%8B%D1%80%D0%BE%D0%B2"">Read more on Last.fm</a>",54,129,"['Шамиль Кашешов', 'Тимур Темиров', 'Тамара Адамова', 'Макка Межиева', 'Турпал Абдулкеримов']"
Klapa Sveti Juraj HRM," <a href=""https://www.last.fm/music/Klapa+Sveti+Juraj+HRM"">Read more on Last.fm</a>",1473,13505,"['Tomislav Bralić', 'klapa Šufit', 'Klapa Iskon', 'Rišpet', 'Vinko Coce']"
Naveen Pathak," <a href=""https://www.last.fm/music/Naveen+Pathak"">Read more on Last.fm</a>",16,62,"['Lalit Mohan Joshi', 'Anil Rawat', 'Rohit Chauhan', 'Pappu Karki', 'Vivek Nautiyal']"
Koen Crucke," <a href=""https://www.last.fm/music/Koen+Crucke"">Read more on Last.fm</a>",2036,20124,"['Davy Gilles', 'Free Souffriau', 'Mega Mindy', 'GhostRockers', 'Samson & Gert']"
Da Gudda Jazz," <a href=""https://www.last.fm/music/Da+Gudda+Jazz"">Read more on Last.fm</a>",10328,244837,"['Крайм Волшебник (DGJ)', 'JOHNYBOY & SIFO', 'Tanir, Tyomcha', 'kavabanga & Depo & Kolibri', 'Sifo']"
Sidar Beritan," <a href=""https://www.last.fm/music/Sidar+Beritan"">Read more on Last.fm</a>",125,677,"['Emerxan', 'Şemdin', 'Kısmet Yıldız', 'Halil Kul', 'Qedri Zana']"
Jagmohan Digari," <a href=""https://www.last.fm/music/Jagmohan+Digari"">Read more on Last.fm</a>",45,270,"['Manoj Arya', 'Inder Arya', 'Gajendra Rana', 'B.K. Samant', 'Darshan Farswan']"
Kim Young-Im," <a href=""https://www.last.fm/music/Kim+Young-Im"">Read more on Last.fm</a>",798,6484,"['Angelite & Moscow Art Trio & Huun-Huur-Tu', 'Seoul Music Ensemble', 'Márta Sebestyén', 'Korean Folk Music Ensemble', 'Towner & Town Chief']"
Amani," <a href=""https://www.last.fm/music/Amani"">Read more on Last.fm</a>",9487,36882,"['Sherine Wagdy', 'Diana Karazon', 'Latifa', 'Mayssam Nahas', ""Baha'a""]"
2lson," <a href=""https://www.last.fm/music/2lson"">Read more on Last.fm</a>",9059,73884,"['긱스', '범키', '프라이머리', '2BiC', 'Son Woohyeon']"
Lawrence P Dsouza," <a href=""https://www.last.fm/music/Lawrence+P+Dsouza"">Read more on Last.fm</a>",1,1,[]
Vicmass Luodollar," <a href=""https://www.last.fm/music/Vicmass+Luodollar"">Read more on Last.fm</a>",82,355,"['Khaligraph Jones', 'Kleptomaniax', 'P-Unit', 'Gidi Gidi Maji Maji', 'King Kaka']"
Tomislav Bralić," <a href=""https://www.last.fm/music/Tomislav+Brali%C4%87"">Read more on Last.fm</a>",420,14229,"['Klapa Sveti Juraj HRM', 'Dalmatino', 'klapa Šufit', 'Vinko Coce', 'Mladen Grdović']"
Lissa Lewis," <a href=""https://www.last.fm/music/Lissa+Lewis"">Read more on Last.fm</a>",583,2745,"['De Geest', 'Willy Sommers', 'Bart Herman', 'Bart Kaëll', 'Niels Destadsbader']"
Okdal," <a href=""https://www.last.fm/music/Okdal"">Read more on Last.fm</a>",40073,311636,"['이현', 'Heo Hoy Kyung', 'Sunwoojunga', 'BOL4', '이소라']"
Veli Sahiti," <a href=""https://www.last.fm/music/Veli+Sahiti"">Read more on Last.fm</a>",399,7127,"['Fisniket', 'Naser Berisha', 'Elita 5', 'Minatori', 'SINAN VLLASALIU']"
Fanta Damba," <a href=""https://www.last.fm/music/Fanta+Damba"">Read more on Last.fm</a>",881,4325,"['Ami Koita', 'Kandia Kouyaté', 'Banzoumana Sissoko', 'Ensemble instrumental du Mali', 'Kasse Mady']"
KLAPA CAMBI (KAŠTEL KAMBELOVAC)," <a href=""https://www.last.fm/music/KLAPA+CAMBI+(KA%C5%A0TEL+KAMBELOVAC)"">Read more on Last.fm</a>",1223,12730,[]
Nam Jin," <a href=""https://www.last.fm/music/Nam+Jin"">Read more on Last.fm</a>",1179,7478,"['Lee Mi Ja', 'Jin Sung', 'Cho Yong Pil', 'JANG YOON-JEONG', '오승근']"
Satish Das," <a href=""https://www.last.fm/music/Satish+Das"">Read more on Last.fm</a>",76,180,"['kumar pritam', 'Samar Singh', 'Khesari Lal Yadav', 'Neelkamal Singh', 'Shilpi Raj']"
Mus Mulyadi," <a href=""https://www.last.fm/music/Mus+Mulyadi"">Read more on Last.fm</a>",1808,20340,"['Sundari Soekotjo', 'The Krontjong Minstrels', 'Gesang', 'Pantja Warna', 'Toto Salmon']"
Zainal Abidin," <a href=""https://www.last.fm/music/Zainal+Abidin"">Read more on Last.fm</a>",2911,28655,"['M. Nasir', 'Dia Fadila', 'Jamal Abdillah', 'Sudirman', 'Ning Baizura']"
RUKEN," <a href=""https://www.last.fm/music/RUKEN"">Read more on Last.fm</a>",616,3889,"['Rewşan', 'Tara Mamedova', 'Ciwan Haco', 'Koma Denge Azadi', 'Rojda']"
Flaka Krelani," <a href=""https://www.last.fm/music/Flaka+Krelani"">Read more on Last.fm</a>",169,1675,"['Teuta Kurti', 'Rovena Dilo', 'Xhesika Polo', 'Rezarta Smaja', 'Anjeza Shahini']"
Ajay Warriar," <a href=""https://www.last.fm/music/Ajay+Warriar"">Read more on Last.fm</a>",170,510,"['K. Yuvaraj', 'Vighnesh Ghanapaathi', 'L.N. Shastri', 'Anuradha Bhat', 'Rajesh Krishnan']"
Herman basudde," <a href=""https://www.last.fm/music/Herman+basudde"">Read more on Last.fm</a>",41,1187,"['Lord Fred Sebatta', 'Mesach semakula', 'Elly Wamala', 'John Blaq', 'David Lutalo']"
Yung Life," <a href=""https://www.last.fm/music/Yung+Life"">Read more on Last.fm</a>",9926,69680,"['Pinemarten', 'Light Leak', 'Pepepiano', 'Selva Oscura', 'Yalls']"
Linda Yan," <a href=""https://www.last.fm/music/Linda+Yan"">Read more on Last.fm</a>",68,132,"['SATIYA', 'Jay Chan', 'Nikki Nikki', 'Meas Soksophea', 'VANNDA']"
Lee Mi Ja," <a href=""https://www.last.fm/music/Lee+Mi+Ja"">Read more on Last.fm</a>",2757,16790,"['뽕짝메들리', '이미자', 'JANG YOON-JEONG', 'Nam Jin', '김미화']"
Patti Kim," <a href=""https://www.last.fm/music/Patti+Kim"">Read more on Last.fm</a>",1078,5361,"['Na Hoon-A', '패티김', 'Shim Soo Bong', 'The Pearl Sisters', 'Jung Hoon Hee']"
Klapa Iskon," <a href=""https://www.last.fm/music/Klapa+Iskon"">Read more on Last.fm</a>",2436,25280,"['Klapa Kampanel', 'Klapa Sveti Juraj HRM', 'Klapa Cambi', 'Tomislav Bralić', 'Tedi Spalato']"
Norwegian Wood," <a href=""https://www.last.fm/music/Norwegian+Wood"">Read more on Last.fm</a>",12411,111747,"['Saevom', 'Han All', 'Acourve', 'Vanilla Acoustic', ""Today's Hot Song""]"
Idiot Glee," <a href=""https://www.last.fm/music/Idiot+Glee"">Read more on Last.fm</a>",20631,158462,"['Levek', 'Oregon Bike Trails', 'Power Animal', 'Teen Inc.', 'Therapies Son']"
U Sung Eun," <a href=""https://www.last.fm/music/U+Sung+Eun"">Read more on Last.fm</a>",10627,74253,"['MinJae', 'Kim Yeonji', 'GB9', 'Han Dong Geun', 'Jung Yup']"
Song Hee-ran," <a href=""https://www.last.fm/music/Song+Hee-ran"">Read more on Last.fm</a>",1846,8154,"['deulrejang', 'sunwashere', 'Jo eunsae', 'n@di', 'Hoyeon Kim']"
Ronny Mosuse," <a href=""https://www.last.fm/music/Ronny+Mosuse"">Read more on Last.fm</a>",3282,27005,"['Jan Leyers', 'Jan De Wilde', 'Johan Verminnen', 'Anton Walgrave', 'Hannelore Bedert']"
johan kim," <a href=""https://www.last.fm/music/johan+kim"">Read more on Last.fm</a>",8366,37906,"['Lim ChangJung', 'HOZIHO', 'Kim Yeon Woo', 'JANG DEOK CHEOL', 'Cho Jang Hyuck']"
Jaison Sequeira," <a href=""https://www.last.fm/music/Jaison+Sequeira"">Read more on Last.fm</a>",1,1,[]
Tedi Spalato," <a href=""https://www.last.fm/music/Tedi+Spalato"">Read more on Last.fm</a>",3704,44999,"['Vinko Coce', 'Hari Rončević', 'Dalmatino', 'Klapa Maslina', 'Klapa Iskon']"
Prelude," <a href=""https://www.last.fm/music/Prelude"">Read more on Last.fm</a>",27599,140830,"['The Bothy Band', 'Strawbs', 'スウェイ', 'Rare Bird', 'Lunarrr']"
Melih Kahveci," <a href=""https://www.last.fm/music/Melih+Kahveci"">Read more on Last.fm</a>",47,103,"['Nurgüzel Kestane', 'Ayfer Vardar', 'Mustafa Gökay Ferah', 'Tarık İhtiyar', 'Apolas Lermi']"
Abry," <a href=""https://www.last.fm/music/Abry"">Read more on Last.fm</a>",2232,16342,"['Soulights', 'Behindthemoon', 'Ihya', 'Kim Hyun Chul', 'ccola']"
Choi Jinhee," <a href=""https://www.last.fm/music/Choi+Jinhee"">Read more on Last.fm</a>",973,3170,"['유익종', 'Lee Mi Ja', 'Cho Yong Pil', 'Yeong Rok Jeon', '어니언스']"
Leonora Jakupi," <a href=""https://www.last.fm/music/Leonora+Jakupi"">Read more on Last.fm</a>",1183,9235,"['Orinda Huta', 'ADELINA ISMAILI', 'Nora Istrefi', 'Shyhrete Behluli', 'Edona Llalloshi']"
Tim Sameke," <a href=""https://www.last.fm/music/Tim+Sameke"">Read more on Last.fm</a>",279,1641,"['Roumadyval', 'Vamaley', 'Mexem', 'OK! Ryos', 'Fedyz']"
Chris Perry," <a href=""https://www.last.fm/music/Chris+Perry"">Read more on Last.fm</a>",301,1449,"['Gateway Atmosphere', 'Amartya Paul', 'Jeff Kinder', 'Float State', 'Goldenstar and Merric']"
SINAN VLLASALIU," <a href=""https://www.last.fm/music/SINAN+VLLASALIU"">Read more on Last.fm</a>",1993,34713,"['Sabri Fejzullahu', 'Teuta Selimi', 'Edona Llalloshi', 'Afrim Muciqi', 'Ilir Shaqiri']"
Kizzy," <a href=""https://www.last.fm/music/Kizzy"">Read more on Last.fm</a>",9238,40725,"['Mainstreet', 'Blady', 'Kiara', 'KISSXS', 'SPICA.S']"
YOONWON," <a href=""https://www.last.fm/music/YOONWON"">Read more on Last.fm</a>",7338,40994,"['Jung Chang Yong', 'HOZIHO', 'Saevom', 'LEEWOO', '20 Years of Age']"
Әбдіжаппар Әлқожа," <a href=""https://www.last.fm/music/%D3%98%D0%B1%D0%B4%D1%96%D0%B6%D0%B0%D0%BF%D0%BF%D0%B0%D1%80+%D3%98%D0%BB%D2%9B%D0%BE%D0%B6%D0%B0"">Read more on Last.fm</a>",550,5041,"['Қуандық Рахым', 'Қайрат Нұртас', 'Нұрболат Абдуллин', 'Ернар Айдар', 'Кайрат Нуртас']"
Иса Алимуса," <a href=""https://www.last.fm/music/%D0%98%D1%81%D0%B0+%D0%90%D0%BB%D0%B8%D0%BC%D1%83%D1%81%D0%B0"">Read more on Last.fm</a>",30,308,"['Мәлік Жамбылұлы', 'Төреғали Төреәлі', 'Қуандық Рахым', 'Ғазизхан Шекербеков', 'Еркеш Хасен']"
Suraj Sahu," <a href=""https://www.last.fm/music/Suraj+Sahu"">Read more on Last.fm</a>",2,2,[]
Ильяз Андаш," <a href=""https://www.last.fm/music/%D0%98%D0%BB%D1%8C%D1%8F%D0%B7+%D0%90%D0%BD%D0%B4%D0%B0%D1%88"">Read more on Last.fm</a>",63,2429,"['Мирбек Атабеков', 'Нурлан Насип', 'Арсен', 'Ильяз Абдыразаков', 'Султан Садыралиев']"
Kim Wan-sun," <a href=""https://www.last.fm/music/Kim+Wan-sun"">Read more on Last.fm</a>",27502,245456,"['엄정화', 'SEULGI', 'Baby V.O.X', 'Fin.K.L', 'Wonder Girls']"
Say Sue Me,"Say Sue Me (en hangul, 세이수미) es una banda de indie rock de Busan, Corea del Sur, cuyos miembros actuales son Choi Su-mi, Kim Byung-gyu y Kim Chang-won.

El grupo se formó en 2012 y publicó tres álbumes: We've Sobered Up (2014), Where We Were Together (2018) y The Last Thing Left (2022); y cinco extended plays: Big Summer Night (2015), Semin (2017), It's Just a Short Walk! (2018) y Christmas, It's Not a Biggie (2018), 10 (2022).

En 2019 <a href=""https://www.last.fm/music/Say+Sue+Me"">Read more on Last.fm</a>",92875,1281337,"['Sobs', 'For Tracy Hyde', 'Asobi Seksu', 'pasteboard', 'Yuragi']"
Homeboy," <a href=""https://www.last.fm/music/Homeboy"">Read more on Last.fm</a>",41005,148857,"['Limit', 'Brilliant Supervision', 'Small Kidd', 'Ryder Quartet', 'Voluntary Dreamers']"
Remzie Osmani," <a href=""https://www.last.fm/music/Remzie+Osmani"">Read more on Last.fm</a>",3557,56853,"['Shpat Kasapi', 'Sinan Hoxha', 'Shkurte Fejza', 'Yllka Kuqi', 'Meda']"
Havin," <a href=""https://www.last.fm/music/Havin"">Read more on Last.fm</a>",388,2125,"['Yurtseven Kardeşler', 'Feryal', 'Hasibe', 'Banu Parlak', 'Hakkı Bulut']"
DJ Wanshan," <a href=""https://www.last.fm/music/DJ+Wanshan"">Read more on Last.fm</a>",85,545,"['George Shadap', 'DBRYN', 'Jessie Lyngdoh', 'Imilate', 'Eddie Lyngdoh']"
