artist_name,biography,listeners,playcount,similar_artist
Synthwave Goose,Synthwave Goose are located in Russia. https://www.last.fm/music/Synthwave+Goose,84420,597088,Thomas Barrandon
Inzo,"INZO, real name Mike Inzano, is a Chicago based electronic music producer and DJ. In July of 2018, INZO released the masterpiece, “Overthinker.” A year and a half later, the song has racked up over 7.5 million plays on Spotify and it grew rapidly every day. 

INZO began learning piano at four years old, quickly becoming a musical prodigy. He is known for his light and euphoric melodies, as well as his sophisticated percussion. Beginning to produce electronic music in 2016/17 https://www.last.fm/music/Inzo",173858,2516900,Kaivon
Fabich,"At 17, Fabich produced a single for platinum-selling US artist Lyfe Jennings, making waves on the Billboard R&B chart from his bedroom studio. After spending a few years working as a music producer for some of the biggest names in the industry, including Shaggy and others, Fabich shifted his focus to his own music. Without a label or management he turned to SoundCloud, amassing millions of plays and catching The Weeknd's attention. Empowered, he signed with London-based Island Records. https://www.last.fm/music/Fabich",160759,1022942,Joe Hertz
Babalos,https://www.last.fm/music/Babalos,52214,525484,Vegas (Brazil)
Fox Stevenson,"Fox Stevenson, real name Stanley Stevenson Byrne (fka Stan SB) is a electronic music producer from Leeds, UK. He is most widely known for his drum and bass and dubstep tracks. 

Fox Stevenson mostly makes, according to his SoundCloud page, ""hyper melodic drum and bass, dubstep and breaky stuff"" since 2008. Most of his vocals are performed by himself. His music sits somewhere between being a club-centric music producer and heartfelt singer-songwriter. https://www.last.fm/music/Fox+Stevenson",290343,11915067,Stan SB
los hermanos medina,https://www.last.fm/music/los+hermanos+medina,2159,16291,NECTAR DE COLOMBIA
Maurice West,"Maurice West is a dutch DJ & producer, mostly known from his releases on Mainstage Music. 

In 2022 he released his first track under his alias Mau P. https://www.last.fm/music/Maurice+West",40051,282184,NWYR
Yazoo,"Yazoo (aka ""Yaz"" in the United States) was an English synthpop duo from Basildon, UK.

Yazoo were formed in early 1982 by former Depeche Mode songwriter Vince Clarke (synthesizers) and English singer Alison Moyet (vocals) and signed to Mute Records in the United Kingdom.

Their debut single ""Only You"" was released on 15 March 1982 and rose to number 2 on the UK charts.  They also released two studio albums: Upstairs at Eric's in 1982 and You and Me Both in 1983. https://www.last.fm/music/Yazoo",910879,8959958,Erasure
ATB,"André Tanneberger aka ATB (born February 26, 1973 in Freiberg, Saxony, Germany) is a DJ, musician, and producer of trance, ambient and progressive house music.

Among his most famous songs is “9pm (Till I Come)”, which topped the charts in the United Kingdom in 1998 and is widely regarded as the UK’s first Trance number one. The track features a guitar riff which became hugely popular. This guitar sound, which he accidentally found while experimenting with a new producing deck, became the trademark of his early hits. https://www.last.fm/music/ATB",1359505,35255506,Fragma
Calvo,"lp singles




 https://www.last.fm/music/Calvo",96067,672433,Blaze U
Traitrs,"Traitrs is a post-punk duo from Toronto, Canada.
https://traitrs.bandcamp.com https://www.last.fm/music/Traitrs",204176,2721778,Forever Grey
K-391,"Kenneth Osberg Nilsen, formerly known as Keosni, and now K-391, is a 28-year-old producer and songwriter from Norway. He was first known for making electro tracks for ""russ"" - students who traditionally celebrate their final spring semester in Norwegian high schools. 

A few years after, he finally introduced his well-known persona K-391, with an ambition to enable people's escape from reality through music as the vehicle and the destination only limited by one's imagination. https://www.last.fm/music/K-391",261689,3889996,Alan Walker
Kid Simius,https://www.last.fm/music/Kid+Simius,58114,443157,Paul Kalkbrenner
Jazzanova,"Jazzanova is a crew of DJs/producers from Germany (Berlin, Hamburg & Munich), inc' Alexander Barck, Axel Reinemer, Claas Brieler, Jürgen von Knoblauch, Roskow Kretschmann & Stefan Leisering.  They have been producing hits in the breakbeat / electronic scene since 1996.  Their music fuses many styles, including:  acid jazz, soul & broken beat. https://www.last.fm/music/Jazzanova",614146,8940690,The Mighty Bop
Reyko,REYKO is a London based electro-pop duo formed by two Spaniards: vocalist Soleil (former osteopath) and producer Igor (former tennis player turned guitarist). https://www.last.fm/music/Reyko,52897,526829,Kaleida
Ryllz,https://www.last.fm/music/Ryllz,40381,325795,Jay Eskar
The Prodigy,"The Prodigy is an English electronic dance music band from Braintree, Essex, formed in 1990 by keyboardist and songwriter Liam Howlett. The line-up of the band has included MC and vocalist Maxim, dancer and vocalist Keith Flint (until his death in March 2019), dancer and live keyboardist Leeroy Thornhill (who left to pursue a solo career in 1999), and dancer and vocalist Sharky (1990-1991). Along with the Chemical Brothers and Fatboy Slim, The Prodigy are credited as pioneers of the breakbeat-influenced genre big beat https://www.last.fm/music/The+Prodigy",2944005,139893856,The Chemical Brothers
Sandro Silva,"Sandro Silva is a young Dutch production talent with a percussive, melodic and energetic sound. And judging from the tracks you are about to love, a big future lies ahead for this youngster. At only 16(!) Sandro is already delivering like the “grown-ups”. His Klimak E.P. is a selection of some no nonsense percussive energy. Cool beats, warm percussion and hot vocals, Klimak, Lucky Men & Uno Chico have it all. Not surprisingly, some of the world’s big shots feel the same. https://www.last.fm/music/Sandro+Silva",136050,729548,Quintino
KorgStyle,https://www.last.fm/music/KorgStyle,3284,47273,Korg S
Moby,"Richard Melville Hall (born September 11, 1965), known professionally as Moby, is an American musician, songwriter, singer, producer, and animal rights activist. He has sold 20 million records worldwide. AllMusic considers him to be ""among the most important dance music figures of the early 1990s, helping bring dance music to a mainstream audience both in the United States and the United Kingdom."" After taking up guitar and piano at age nine, he played https://www.last.fm/music/Moby",3600271,137628561,Röyksopp
Moca,"MoCa consist of five guys from Ruhr (Germany). These guys play unpretentious but forceful electronic music, somewhere between house and lounge, jazz and BigBeat. The result is funky, groovy, but above all, tremendously relaxed.

The music is consistently inspired by old photographs, for example, the MPS label.
Concrete bonds included in the Clark-Boland Big Band made (Track No.. 2: ""Clark-Boland).

The musicians come from a variety of musical fields; the essence of influences from Funk, Easy Listening, Latin, soul and pop is loud and clear.  https://www.last.fm/music/Moca",80071,1062685,Meitz
deadmau5,"Joel Thomas Zimmerman (born January 5, 1981), better known as deadmau5, is a Canadian progressive house, electro house and techno producer from Niagara Falls, Ontario. He is regarded as one of the world's most respected electronic music producers of modern times. In pop culture, he is known for wearing a large ""mau5head"" while performing at live events.

The deadmau5 discography is currently comprised of eight studio albums, eight compilation albums https://www.last.fm/music/deadmau5",2117303,79474519,deadmau5 & Wolfgang Gartner
YTBS Nightcore,https://www.last.fm/music/YTBS+Nightcore,5894,50668,Into The Nightcore
Ours Samplus,"Ours Samplus is a duo of producers from France. They make chillout/Trip-hop music from sampling Jazz and adding an electronic twist. Trip-Hop, Electro Hip-Hop, Jazz, Instrumental.  https://www.last.fm/music/Ours+Samplus",101381,1719089,Boztown
NECTAR DE COLOMBIA,https://www.last.fm/music/NECTAR+DE+COLOMBIA,997,5909,Cumbia Kalle
Manco the Sound,https://www.last.fm/music/Manco+the+Sound,6745,39487,Yilberking
ARTBAT,"Artur and Batish are two friends who have risen from Kyiv’s underground to become one of the most in demand acts on the international circuit. It is a pure passion for the music that has got them there, as well as their own unique sense of driving, powerful and melodic house and techno. 2019 was a standout year for this pair, who were Mixmag Stars of the Year as well as being Beatport’s overall Number 1 best selling artists after an unbeatable https://www.last.fm/music/ARTBAT",164920,1766514,Argy
Ilkay Sencan,https://www.last.fm/music/Ilkay+Sencan,112652,774663,Dj KaNTiK
SAINt JHN,"In the words of SAINt JHN:

""Nobody needs to write a bio for me. This is stupid. My name is SAINt JHN, that's my real name, it's spelled a little different tho. I'm from Brooklyn, I spent half of my childhood growing up in Georgetown, Guyana. I was dirt poor in Brooklyn and some version of rich in Guyana, because apparently 2 nickles can buy you a sports car in a 3rd world country. Who knew?! I'm from a SUPER Christian household where my mom forced us to go to every church imaginable, EVERY, SINGLE, WEEK! I hated it. https://www.last.fm/music/SAINt+JHN",960886,21110169,6LACK
Regard,"Dardan Aliu, professionally known as DJ Regard, is a DJ from Kosovo. His 2019 single ""Ride It"" is a remix of Jay Sean's 2008 song, which became a viral sensation on TikTok and has since achieved international success. https://www.last.fm/music/Regard",849907,11419514,Joel Corry
Lucky Luke,"There is more than one artist with this name, including: 
1) Lucky Luke was a Scottish indie folk band. 
2) Lucky Luke is a Lithuian artist. 
3) Lucky Luke is a German Rapper. 

1) Lucky Luke was a Scottish indie folk band comprising Simon Shaw, Morag Wilson, Lucy Sweet, Ian Murray, Eilidh Rodgers, Solveig Askvik, and John Hogarty. They released ""Patrick The Survivor"" (2005) and ""Travelling For A Living"" (2009). Some members went on to other bands. 

2) Lucky Luke is a Lithuian artist. 

3) Lucky Luke is a German Rapper.  https://www.last.fm/music/Lucky+Luke",228469,2852953,Gaullin
Avalon,"There are 14+ artists using this name (more info on each below):

1. A contemporary Christian group from the USA
2. An electronic band from Japan
3. A post-rock band from Israel
4. A musical group from Sweden
5. A heavy metal band from The Netherlands
6. A nationalist rock band from the UK
7. A side project of Richie Zito
8. A trance musician from Belgium
9. A folk group from Germany
10. A metal band from the USA
11. A folk-rock band from '80s/90s Scotland https://www.last.fm/music/Avalon",196137,1968241,Michael W. Smith
Jax Jones,"Timucin Fabian Kwong Wah Aluo (born 25 July 1987), known professionally as Jax Jones, is an English multi-instrumentalist, record producer, songwriter and DJ. He is best known for featuring on Duke Dumont's 2014 single ""I Got U"", peaking to number one on the UK Singles Chart, and his 2017 single ""You Don't Know Me"" featuring Raye. The son of two teachers, Jax grew up in a multi-ethnic household and was exposed to a wealth of influences. After his https://www.last.fm/music/Jax+Jones",974478,15500781,Joel Corry
Felsenstein,https://www.last.fm/music/Felsenstein,38104,335940,Nightcore
Younotus,"It's all about YouNotUs – the Berlin duo stood out with its name even before they had their first hit. But that wasn't long in coming either: just a few months after they founded their project, Tobias Bogdon and Gregor Sahm – who met while studying in Berlin – achieved their first platinum success in 2015 with ""@Supergirl"". It was the kick-off for a remarkable career that has made YouNotUs one of the most relevant German dance acts in recent years. https://www.last.fm/music/Younotus",172487,1723337,Toby Romeo
Monolink,"Monolink is the stage name of Steffen Linck, a German Liveact, singer-songwriter and electronic dance music producer who specializes in ambient, techno, electronica and house genres. 
 https://www.mono.link/
 https://en.wikipedia.org/wiki/Monolink
 https://www.facebook.com/monolink
 https://twitter.com/monolinklive
 https://www.instagram.com/monolinkmusic/
 https://soundcloud.com/monolink https://www.last.fm/music/Monolink",230912,3819305,Ben Böhmer
Riton,"Riton is electronica DJ / musician Henry Smithson. After graduating from the University of Newcastle upon Tyne, he began DJing at Newcastle's ""Shindig"" nightclub. There, he was discovered by Mark Rae and signed to Grand Central Records independent record label. Like Rae, he then worked in Manchester's Fat City Records label/distribution/retail outlet.

His first release, ""Communicated"", featured on the Grand Central compilation Central Heating 2, followed by his mostly instrumental debut album, Beats du Jour, in 2001. https://www.last.fm/music/Riton",985162,10190941,Joel Corry
Boris Brejcha,"Born in 1981, Boris Brejcha was involved in music since early childhood.
His education included drums and  keyboard lessons. This was a perfect foundation for the next step - producing and performing electronic dance music. 
Boris Brejcha began producing and DJ-ing in November 2006. After both his first online MP3 debut ""Monster"" EP and the next EP titled ""Yellow Kitchen""  reached number one on many download platforms, he became the new techno shooting star and started playing gigs not only in his home country Germany, but also internationally. https://www.last.fm/music/Boris+Brejcha",310766,7295896,Deniz Bul
Meduza,"There are more than one act called Meduza:

1. Meduza are an Italian production trio consisting of Luca de Gregorio, Mattia Vitale and Simone Giani. They are known for their 2019 breakthrough song ""Piece of Your Heart"" which was a collaboration with British production trio Goodboys. Meduza have created a melodic, yet energetic sound, set to be the climactic point in Ibiza's ever thriving tale of upfront musical taste making;

2. Meduza is a punk /rock band from Oslo, Norway. https://www.last.fm/music/Meduza",977983,17173273,Alok
Dj Skudero,https://www.last.fm/music/Dj+Skudero,2702,11359,DJ Histerico
Kush Kush,https://www.last.fm/music/Kush+Kush,75843,541693,L.B. One
Alex Rasov,https://www.last.fm/music/Alex+Rasov,4092,33003,D.White
Mr. Black & Blue,"J & R Project is a Dutch trance duo consisting of John van Dongen and Ron van den Beuken (aka Clokx).

The duo have many aliases, both individually as well as a duo. As a duo, some aliases include the following:
Basspussies, Brainpiercing, Dark Room, Dub Delirious, E-Wok, J&R Project, Nightvision, Nitrate, Ultra Freak, and Wheels Off Steele. https://www.last.fm/music/Mr.+Black+&+Blue",5709,21772,Mark Coles
Dayvi,https://www.last.fm/music/Dayvi,130856,843326,PEDRO SAMPAIO
Cannons,"There are at least seven artists that have gone by the name Cannons

1)  An indie-pop band from Santa Clarita, California; comprised of Michelle Joy (vocals), Paul Davis (drums/keys), and Ryan Claphamm (guitar). Their song ""Fire for You"" was featured in an episode of the Netflix series ""Never Have I Ever"", and peaked at #1 on the Billboard Alternative Airplay chart. http://cannonstheband.bandcamp.com

2) A noisy hardcore three piece on Depth Charge Records from Minneapolis https://www.last.fm/music/Cannons",495287,9587131,New Constellations
LUM!X,"LUM!X is an Austrian DJ and producer. Luca Michlmayr, better known as LUM!X, is one of the fastest-rising stars in the dance and electronic music industry. With over half a Billion Streams, the Multi-Platinum Producer is quickly becoming one of the most successful download artists of recent times.  His most successful track to date has been 'Monster' released in 2019 being 3x PLATINUM and 7x GOLD verified. It features Gabry Ponte, the Italian DJ and https://www.last.fm/music/LUM%21X",226040,2904946,R3hab
Yeah Yeah Yeahs,"Yeah Yeah Yeahs is an American alternative rock band formed in New York City in 2000. The group is composed of vocalist Karen O, guitarist Nick Zinner, and drummer Brian Chase. The band has recorded five studio albums; originally signed to independent Touch and Go Records, their first four albums were released by major record label Interscope. The first, Fever to Tell, was released in 2003. The second, Show Your Bones, was released in 2006 and was named the second best album of the year by NME. https://www.last.fm/music/Yeah+Yeah+Yeahs",3971444,133801866,Metric
Stromae,"Paul Van Haver (pronounced : pɔl vɑn ɦɑvər) (born 12 March 1985, Brussels), better known by his stage name Stromae [stʁɔmaj], is a Belgian musician, producer, singer, rapper and songwriter. Stromae was born to a Rwandan father, Pierre Rutare, and a Belgian mother, Miranda Marie Van Haver. He is originally from Laeken, in Brussels. He established himself in both the hip hop and electronic music genres. Stromae came to wide public attention in 2009 with his song ""Alors on danse"", which became a number one in several European countries. https://www.last.fm/music/Stromae",1972167,58824597,Indila
Las Eras,https://www.last.fm/music/Las+Eras,32720,175500,Darkways
Marie Davidson,"Marie Davidson is a Canadian electronic musician and producer from Montreal. Davidson's music has been labelled as techno and minimal wave, with AllMusic's Paul Simpson describing it as ""cold, hypnotic minimal wave with analog synthesizers and drum machines, showcasing her intimate yet detached lyrics that are more often spoken than sung.""  Pitchfork critic Sophie Kemp has stated that the sound of Working Class Woman is ""somewhere between spoken word electroclash of Miss Kittin and the dreamy dissonance of Julee Cruise."" https://www.last.fm/music/Marie+Davidson",166201,2096196,Whatever The Weather
AJ Tracey,"AJ Tracey (born Ché Wolton Grant on March 4 1994, in Ladbroke Grove, West London, United Kingdom) is a British rapper, singer, songwriter, and record producer. His dad’s a former rapper from Trinidad, and his mum is a Welsh former drum and bass DJ. Based in Ladbroke Grove, West London (although he was raised in the south just like FT and true say, his dad lived in Tottenham), AJ started making waves in the pirate radio scene in 2014, although his songs under the name Looney date back to 2011. https://www.last.fm/music/AJ+Tracey",496378,16567945,Headie One
Fumaratto,https://www.last.fm/music/Fumaratto,15572,93634,Dj Dasten
Rnbstylerz,https://www.last.fm/music/Rnbstylerz,72477,528328,SIKDOPE
Dimrain47,"Dimrain47 (Clayton Tremmel) began writing and submitting his fast-paced, video game-style techno tracks on Newgrounds.com in 2005 at the age of 15. But what began as an after-school hobby quickly became an obsession. The bulk of Dimrain47's repertoire was submitted between 2005 and 2008, with tracks ""Twilight Techno"", ""Surface"", and ""Operation: Evolution"" becoming the most well-known and iconic. Dimrain47 ceased music production in 2009, but returned in 2012 with three new tracks. https://www.last.fm/music/Dimrain47",44113,1008369,Nighthawk22
Ava Max,"Amanda Ava Koci (born February 16, 1994), known professionally as Ava Max, is an American singer and songwriter. Ava first got her start in the music industry in 2008 as Amanda Kay, in which she released her first EP titled “Amanda Kay” that year. The EP featured 6 songs that were co-written and produced by Kevin Rudolf. 

Ava would then restart her music career under the name AVA in 2013 and release the single, “Take Away the Pain”.  A year later, she would meet music producer Cirkut and begin recording songs with him. https://www.last.fm/music/Ava+Max",1541972,65178586,Bebe Rexha
Sean Finn,"Sean Finn is a German DJ from Stuttgart. Finn started DJing at a club in Germany called M1. Having performed alongside DJs such as Eric Prydz, Benny Benassi and Sebastian Ingrosso, Finn played a significant part in the ""House Boom"". https://www.last.fm/music/Sean+Finn",106219,553344,Richard Grey
Babert,"Mirco Berti a.k.a. Babert, was born on 26th August 1982 in Desenzano del Garda on the shores of the beautiful Lake Garda.

When he was 14, his older brother gave him a present that changed his life: a record player. From that moment on he developed a deep love and passion for music and especially House music which he was hearing in the night clubs clustered around the lake.

His passion for House music led him to learn the art of DJ-ing and In the 1990 after entering and winning a nationally famous Italian radio DJ competition https://www.last.fm/music/Babert",33098,163580,Saison
Mazdem,https://www.last.fm/music/Mazdem,13248,71965,WildCrow
Zero 7,"Zero 7 is a London, UK downtempo duo, consisting of Henry Binns & Sam Hardaker. 

They began as studio engineers at Mickie Most's RAK recording studio in London, engineering music for British groups like the Pet Shop Boys, Young Disciples, and Robert Plant. In 1997 they were asked by a college friend, Nigel Godrich (who was busy producing OK Computer), to remix Radiohead's ""Climbing Up the Walls"". They called the mix ""the Zero 7 Mix"" which stuck. https://www.last.fm/music/Zero+7",1804500,52344083,The Funky Lowlives
Mabel,"1) Mabel Alabama Pearl McVey (born on 19 February 1996 in Málaga, Spain) is a British singer and songwriter. She is the daughter of Swedish hit singer Neneh Cherry and British hit producer Cameron McVey. At age fifteen, Mabel enrolled at the Stockholm music school Rytmus Musikergymnasiet, a music high school, where she took a three-year course in songwriting, production and music theory.

Mabel released her debut single ""Know Me Better"" in July 2015 https://www.last.fm/music/Mabel",723483,13882242,Rita Ora
Fred again..,"Frederick John Philip Gibson, (born 19 July 1993) known professionally as Fred Again (stylised as Fred again..) or simply Fred (stylised as FRED), is a British record producer, singer, songwriter, multi-instrumentalist, and DJ.

Aged 16, Gibson joined an a cappella group at Brian Eno's studio in London, who was his family's neighbour at the time. In 2014, he collaborated as co-producer and songwriter with Eno and Karl Hyde on their two project albums Someday World and High Life (songwriter only). https://www.last.fm/music/Fred+again..",1236910,63000064,Swimming Paul
The Parcels,"There are two bands with this name. Kind of. (1) Parcels is an Australian band, formed in 2014 and still recording and performing as of 2025, and (2) The Parcels (note the definite article!) was an American ""twee"" indie pop band on Brentwood Estates and Shelflife Records, circa 1997-2002, long since defunct.

(1) Parcels is a band formed in 2014, made up of five musicians from Byron Bay, Australia, with a shared love for classic albums, the art of songwriting and groove based music, who relocated to Berlin after high school. https://www.last.fm/music/The+Parcels",3349,24177,Franc Moody
Jay-Jay Johanson,"Jäje Johansson (born 11 October 1969), better known by his stage name Jay-Jay Johanson, is a Swedish singer-songwriter, known for his melancholic vocals. His music has integrated the trip hop genre until he switched his sound to a more electroclash-oriented direction with his 2002 album Antenna, which featured ""On the Radio"". After this album, he came back to his characteristic sound after he released The Long Term Physical Effects Are Not Yet Known in 2007.  https://www.last.fm/music/Jay-Jay+Johanson",348339,6617942,Oi Va Voi
Chico Rose,"Chico de Reus, better known by his stage name Chico Rose, is a DJ from The Netherlands.

In 2010 his father gave him his first dj-set and from that moment on he began to expand his musical interest. Shortly after that, he started producing his own music, which turned out to be his big passion!

After graduating high school, Chico made the difficult decision to quit school and completely focus on his passion. With the support of his parents and friends he never gave up. https://www.last.fm/music/Chico+Rose",183590,1508827,Yves V
Michael Kiwanuka,"Michael Samuel Kiwanuka (born 3 May 1987) is an English soul musician who is signed to Communion Records. He has been compared to Marvin Gaye, Curtis Mayfield, Bill Withers, Randy Newman, Terry Callier, and Otis Redding, as well as Van Morrison and the Temptations. In January 2012, he won the BBC's Sound of 2012 poll.
Kiwanuka grew up in Muswell Hill, London, the son of Ugandan parents who had escaped the Amin regime. He attended Fortismere School, leaving there in 2005 after completing his A-Levels. https://www.last.fm/music/Michael+Kiwanuka",968801,23684757,Black Pumas
Afro House Dj,https://www.last.fm/music/Afro+House+Dj,4437,14314,Daniel Parranda
MIAU,"MIAU is 2010 founded, Finnish three-piece lofi indie rock act stirred up with girl scent.

http://facebook.com/miautheband

Helsinki, Finland
2010
www.miautheband.fi
Susanna Tikkanen
Henna Juvonen
Anu Kaukola https://www.last.fm/music/MIAU",6801,50485,Suga7
Wiley,"Wiley, also known as Eskiboy (real name Richard Kylea Cowie, born 19 January 1979) is a Grime MC and producer from Bow E3, East London. Wiley has created his own musical genre, which he calls ""Eski"", and which is largely associated with the Grime genre. ""Eskimo"", from which the genre takes its name, is probably the best known Eski track. Originally performing under the title ""Wiley Kat"" (adopted from the Thundercats cartoon), he has now shortened his stage to ""Wiley"" and is rarely referred to as ""Wiley Kat"". https://www.last.fm/music/Wiley",687648,9695613,Roll Deep
Hector Couto,"Hector Couto is a Tropical/Latin influenced Tech House DJ residing in the Canary Islands ESP.
He has released records for ANABATIC, PAMFLET, SOULMAN to name but a few. 
His music is purrfect for a summer in the sun wiv da bass bin.
 https://www.last.fm/music/Hector+Couto",30872,143469,Cuartero
TroyBoi,"TroyBoi, real name Troy Henry, is a electronic music producer from South East London born 1987. He got his start making his beats standing up in his kitchen, in his studio apartment on his Mac Book and a midi keyboard. This multi-talented musician specializes in extraordinarily unique, versatile, and highly musical tracks that fuses various textures from multiple genres. TroyBoi is without a doubt one of the top up-and-coming producers in the game right now and it's quite clear from his composition that his influences are vast indeed. https://www.last.fm/music/TroyBoi",258697,2839729,Tropkillaz
Twin Tribes,"Twin Tribes are a Dark Synth / Post Punk duo based in Brownsville, Texas. Formed by Luis Navarro (vocals, guitar, synth, drum machines) and Joel Niño, Jr. (bass, synth, vocals) in 2017. The band gathers their influences from the period of the dark ’80s. Dark Wave, Post-Punk and Cold Wave are only a couple of genres that the band summons using analog synthesizers and drum machines. Dark melodic sounds, lyrics of the undead, the occult, and parallel universes are what conjure Twin Tribes. https://www.last.fm/music/Twin+Tribes",311657,6699233,She Past Away
UK Apache,"UK Apache, real name Abdul Wahab Lafta, is a UK junglist and MC who rose to fame with the jungle track ""Original Nuttah"" with Shy FX. https://www.last.fm/music/UK+Apache",94792,785350,Shy FX
Shaed,"Shaed (stylized SHAED, pronounced ""shade"") is an American indie pop trio based in Washington, D.C. The group was formed in 2011 and features Chelsea Lee as the lead vocalist, while both Max and Spencer Ernst contributes on keyboards, drums, guitars, and vocals. 

The Ernst twins, Max and Spencer, grew up in Silver Spring, Maryland, and displayed a passion for music from an early age. They formed a rock band called Upslide during middle school and performed locally in the Washington, D. https://www.last.fm/music/Shaed",499484,4572957,Bishop Briggs
宇多田ヒカル,"Utada Hikaru (Japanese: 宇多田ヒカル), born January 19, 1983, in New York City, United States, also known by her fan-nickname ""ヒッキー"" (Hikki), is a third culture singer, composer, arranger, and record producer in Japan and the United States. Hikaru's music is primarily pop and R&B and sometimes incorporates other musical elements such as rock and electronica among others.

Hikaru Utada was born to Japanese parents who both had roots in the Japanese music industry; her father https://www.last.fm/music/%E5%AE%87%E5%A4%9A%E7%94%B0%E3%83%92%E3%82%AB%E3%83%AB",321348,31378527,Utada
Dj Esli,https://www.last.fm/music/Dj+Esli,6995,27666,DJ Freshly
Halogen,"There are at least 3 artists that go by the name of Halogen.

(1) Electronic duo from Atlanta, United States formed in 2013, famous for their song ""U Got That"", part of a viral internet meme.
(2) 1998 Australian five-piece alternative rock band.
(3) 2007 ambient-glitch producer from Brighton, UK 

(1) Halogen 	is an electronic duo from Atlanta, United States. Originally touring and playing big name US festivals electronic and rave festivals alongside acts such as Knife Party, Hardwell, and Feed Me. https://www.last.fm/music/Halogen",124028,1105844,Vessel
dubdogz,"Dubdogz are a Brazilian fastest rising stars, Dubdogz have taken the Electronic music world by storm.
Though still in their early twenties the twin brothers Marcos & Lucas Schmidt are already one of the leading electronic acts in Brazil with numerous hit dance tracks in South America, Europe and North America. Conrmed for Rock In Rio 2019, the duo has to their credit performances at major festivals such as Lollapalooza, Tomorrowland Brazil, XXXperience  https://www.last.fm/music/dubdogz",220159,2174531,Vintage Culture
Barbatuques,"A group of body percussionists, Barbatuques develops an established artistic work in the exploration of the innumerable sounds that can be produced by the human body. Claps, snaps, beating of the chest, mouth noises, vocals, and several other sounds, are combined in the production of rhythms and melodies. The result is a ""Body orchestra"" where all the musicians improvise on the same instrument. https://www.last.fm/music/Barbatuques",251793,1828946,Palavra Cantada
Block & Crown,"House is a feeling. This certainly goes for Block & Crown. Inspired by and deeply rooted in the original disco sound and pioneers in house music. Their mission: bringing back the feeling, the feeling called house! Synergy is everything. 

With a ton of experience and an extreme love for real house music they are busy to rock the globe. With massive beats, old school club sounds, dance classic samples but also a lot of original vocals they have been releasing track after track.  https://www.last.fm/music/Block+&+Crown",48999,394210,Richard Grey
Bru-C,"Josh Bruce (born 28 June 1991), professionally known as Bru-C, is a British MC and rapper from Long Eaton, Derbyshire, England, but now based in Nottingham.

Bru-C's debut album Original Sounds, was released on 22 November 2019 with CruCast, which was his record label at the time. His second album Smile, was released the following year on 4 December. On 16 December 2021, Bru-C signed a contract to join the major record label, Def Jam Recordings. https://www.last.fm/music/Bru-C",194821,4580954,Vibe Chemistry
Planet Perfecto Knights,"PPK (also known as ППК in Cyrillic) were a trance duo hailing from Rostov-on-Don, Russia, the members’ names being Sergei Pimenov and Alexander Polyakov.

Their most famous single, ResuRection was available to download freely on mp3.com for about a year - millions of people downloaded it, this caused them to sign a contract to Paul Oakenfold’s Perfecto label. The song was based around the melody of the theme to the 1979 Russian film ‘Siberiade’. It has had many remixes to date and is still a widely played classic dance track.  https://www.last.fm/music/Planet+Perfecto+Knights",47349,238840,Mark Sixma
MARTEN HØRGER,https://www.last.fm/music/MARTEN+H%C3%98RGER,75410,490780,
Kaaze,"Mick Peter Diddi Kastenholt, known by his stage name Kaaze (stylized as KAAZE), is a Swedish electronic dance music producer, DJ and songwriter, from Helsingborg, Scania.

In his childhood years, he didn't listen to music like regular people to such divergent influences like Whitesnake and Earth, Wind & Fire, he began playing piano and drums at an early age. Upon moving to Stockholm, he was dropped out of school and retreated into his studio to adopt a hermit’s lifestyle for nearly a year and a half https://www.last.fm/music/Kaaze",123806,1395786,Hardwell
Baraka,"There are multiple artists called Baraka:

1. Baraka was a British jungle / drum & bass producer in the 90s. He was Kid Andy, aka Andy Lysandrou (one half of Truesteppers with Jonny L).

2. Baraka is Geoffrey Dean from Washington, D.C. who has released groove based instrumental electronic music since the 2010s.

3. Baraka are a Japanese rock trio, formed in Tokyo in 1997 with three members: Shin (bass and vocals), Issei (guitar and vocals) and Max (drums). https://www.last.fm/music/Baraka",33859,164339,Intense
Rooftime,https://www.last.fm/music/Rooftime,71890,662356,Vintage Culture
Rampa,"From 2009 on, Rampa made a name of himself through Keinemusik, his own little d.i.y.-cosmos, being not only label, but also crew of likeminded DJs, producers and friends. The teamwork within this realm has seen a serious number of productions and collaborations, particularly with fellow producer &ME, not to forget the rest of the bunch, Adam Port, Reznik and Monja.

Besides, he’s got an array of other collaborations and releases under his belt, put out on imprints like Circoloco https://www.last.fm/music/Rampa",218041,1886600,&ME
Jeirex,https://www.last.fm/music/Jeirex,1114,1994,Jack Zade
Estelle,"There are at least two artists sharing the name Estelle: 1) a British singer and rapper; 2) a French singer-songwriter.

1) Estelle Fanta Swaray (born 18 January 1980), simply known as Estelle, is a British singer-songwriter, rapper, producer and Grammy Award winner from West London, England. In league with other contemporary British sirens like Amy Winehouse, Adele and Duffy, Estelle is known for her eclectic mix of various musical genres including R&B, soul, reggae, grime, hip hop, pop and dance. https://www.last.fm/music/Estelle",2171572,22687814,Amerie
